epoch,train_loss,validation_bce,validation_precision_at_10
1,0.7018007561462488,0.4048098921775818,0.03741808980703354
2,0.6995389317029296,0.4253000020980835,0.03738796338438988
3,0.699645970210194,0.4162698984146118,0.0376817062497139
