epoch,train_loss,validation_bce,validation_precision_at_10
1,0.8100882956165801,0.4135136008262634,0.03252993896603584
2,0.7566675419155839,0.407233327627182,0.036295849829912186
3,0.7538338540217854,0.43009909987449646,0.036024704575538635
4,0.7475772803762656,0.4205493628978729,0.03608495742082596
5,0.7442737150888733,0.4100997745990753,0.035226330161094666
6,0.7408041824794757,0.41999563574790955,0.03584394231438637
7,0.739626713963455,0.42560669779777527,0.03479702025651932
